DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,SOURCE_KEY_NUMBER
2020-06-17 16:30:00,4135001.0,1BY6WEcLGh8j5v7,1783.5,174.475,5335.5,6485133.5,0
2020-06-17 16:45:00,4135001.0,1BY6WEcLGh8j5v7,1070.428571,104.0428571,5369.142857,6485167.143,0
2020-06-17 17:00:00,4135001.0,1BY6WEcLGh8j5v7,1218.375,118.525,5395.0,6485193.0,0
2020-06-17 17:15:00,4135001.0,1BY6WEcLGh8j5v7,1457.714286,141.9285714,5428.714286,6485226.714,0
2020-06-17 17:30:00,4135001.0,1BY6WEcLGh8j5v7,1260.6,122.62,5456.0,6485254.0,0
2020-06-17 17:45:00,4135001.0,1BY6WEcLGh8j5v7,878.1428571,85.27142857,5488.714286,6485286.714,0
2020-06-17 18:00:00,4135001.0,1BY6WEcLGh8j5v7,564.2857143,54.61428571,5504.857143,6485302.857,0
2020-06-17 18:15:00,4135001.0,1BY6WEcLGh8j5v7,314.75,30.4125,5515.625,6485313.625,0
2020-06-17 18:30:00,4135001.0,1BY6WEcLGh8j5v7,72.42857143,6.985714286,5520.571429,6485318.571,0
2020-06-17 18:45:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 19:00:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 19:15:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 19:30:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 19:45:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 20:00:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 20:15:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 20:30:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 20:45:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 21:00:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 21:15:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 21:30:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 21:45:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 22:00:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 22:15:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 22:30:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 22:45:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 23:00:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 23:15:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 23:30:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
2020-06-17 23:45:00,4135001.0,1BY6WEcLGh8j5v7,0.0,0.0,5521.0,6485319.0,0
